We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Authors are sorted alphabetically.
Accession ID,Originating Laboratory,Submitting Laboratory,Authors
EPI_ISL_534318,Hospital Municipal Antonio Giglio,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_534319,Hospital do Serv Pub ESTAFCO Morato de Oliveira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_534320,Hospital do Serv Pub ESTAFCO Morato de Oliveira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_534321,PS e Maternidade Nair Fonseca Leitao Arante,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_534322,PS Mun Julio Tupy,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_534326,Notre Dame Intermedica Saude AS,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_547573,Vigilância em Saúde de Cajamar,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_547575,SVO Jundiaí,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_547579,Santa Casa de Misericórdia de Araçatuba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574577,Hospital Municipal Dr. Ignacio Proença de Gouvea,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574578,Hospital Municipal Mário Gatti,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574579,Hospital Municipal Dr. Ignacio Proença de Gouvea,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574580,Hospital Cidade Tiradentes Carmen Prudente,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574582,Hospital Municipal Dr. Jose Soares Hungria,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574583,Secretaria Municipal de Saude de Jandira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574588,Hospital Estadual Sumare,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574589,Hospital Municipal Dr. Jose Soares Hungria,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574590,Unidade de Printo Atendimento UPA I Santa Isabel,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574591,Hospital Domingos Leonardo Ceravolo Presidente Prudente,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574592,Hospital Domingos Leonardo Ceravolo Presidente Prudente,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574597,Secretaria Municipal de Saude de Jarinu,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_574598,Servico de Verificacao de Obito SVO,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583490,Hospital Estadual Sumare,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583492,Santa Casa Anna Cintra,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583494,CS II Dr. Antonio Vicoso Moreira de Rezende Sumare,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583496,UPA Jandira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583497,Complexo Hospitalar Ouro Verde de Campinas,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583498,Hospital Municipal Dr. Waldemar Tebaldi,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583500,Centro de Saude I Tacito Leite de Carvalho e Silva,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583502,Serv de Vig Sanitaria Epidemio e CTRL de Zoonoses Guaruja,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583503,CTA Centro de Testagem e Aconselhamento,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583504,Casa de Saude Stella Maris,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_583505,Casa de Saude Stella Maris,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603022,Departamento de Vigilância à Saúde,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603023,Vigilância em Saúde Visa Sul,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603024,Santa Casa de Misericordia de Araçatuba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603028,Hospital Municipal Santa Ana,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603030,Hospital Domingos Leonardo Ceravolo Presidente Prudente,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603033,Vigilancia Epidemiologica de São Bernardo do Campo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603034,Departamento de Vigilância à Saúde,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603036,Hospital Santa Ana,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603037,Hospital Geral de Pedreira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_603038,Santa Casa de Misericordia de Araçatuba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes"
EPI_ISL_693195,Hospital e Pronto Socorro Portinari,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693196,Hospital Santa Clara,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693198,Santa Casa de Misericordia de Sao Paulo - Hospital Central,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693199,Hospital do Servidor Publico Estadual Francisco Morato de Oliveira,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693200,Hospital e Maternidade Mairipora,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693201,Hospital Sao Paulo de Ensino da Unifesp,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693202,Pronto Socorro Municipal Prof. Joao Catarin Mezomo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693203,Hospital Municipal Doutor Arthur Ribeiro de Saboya,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693204,Pronto Socorro Dr. Conrado Cesarino Nuvolini,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693205,Hospital de Campanha Covid-19 Assis,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693206,Hospital Municipal Mario Gatti,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693207,Cs II Doutor Antonio Vicoso Moreira de Rezende,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693208,Hospital Municipal Antonio Giglio,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693209,Hospital Municipal Antonio Giglio,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693210,Pronto-Socorro Dr. Osmar Mesquita,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693211,Santa Casa de Misericordia e Maternidade,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693212,Santa Casa de Misericordia de Braganca Paulista,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693214,Unidade de Pronto Atendimento Central de Caraguatatuba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693215,Secretaria Municipal de Saúde de Iracemapolis,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693217,Unidade de Vigilância Epiudemiológica de Araras,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693223,Laboratório Municipal de Piracicaba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693224,Laboratório Municipal de Piracicaba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693225,Ubs Vila Rosa - Olímpia Gomes De Almeida,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693226,Unidade de Pronto Atendimento Sao José,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693228,Secretaria Municipal de Sorocaba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693229,Hospital 8 de Maio,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693230,Hospital e Pronto Socorro Portinari,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693231,Pronto Socorro Municipal de Santa Branca,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693232,Hospital e Pronto Socorro Portinari,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693233,Hospital Santa Cruz,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693234,Upa Vereador Jose Da Rocha Goncalves,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693235,Casmi Centro Atendimento Saude da Mulher e Infancia,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693236,Hospital Santa Marcelina Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693237,UPA Santa Isabel,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693238,Secao Centro de Diagnostico Secedi,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693239,Secao Centro de Diagnostico Secedi,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693240,Centro de Vigilância a Saude de Diadema,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693241,Hospital e Maternidade Sao Lucas,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693242,Centro de Vigilância a Saude de Diadema,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693243,Laboratório Municipal de Piracicaba,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693244,Centro Médico da Polícia Militar do Estado de Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_693245,UPA Santa Isabel,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_735396,Hospital de Camplanha COVID 19 SER,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_500483,LACEN/PE,"WallauLab, Aggeu Magalhaes Institute","Marcelo Henrique Santos Paiva, Duschinka Ribeiro Duarte Guedes, Cássia Docena, Matheus Filgueira Bezerra, Filipe Zimmer Dezordi, Laís Ceschini Machado, Larissa Krokovsky, Elisama Helvecio, Alexandre Freitas da Silva, Luydson Richardson Silva Vasconcelos, Antonio Mauro Rezende, Severino Jefferson Ribeiro da Silva, Kamila Gaudêncio da Silva Sales, Bruna Santos Lima Figueiredo de Sá, Derciliano Lopes da Cruz, Claudio Eduardo Cavalcanti, Armando de Menezes Neto, Caroline Targino Alves da Silva, Renata Pessôa Germano Mendes, Maria Almerice Lopes da Silva, Tiago Gräf, Paola Cristina Resende, Gonzalo Bello, Michelle da Silva Barros, Wheverton Ricardo Correia do Nascimento, Rodrigo Moraes Loyo Arcoverde, Luciane Caroline Albuquerque Bezerra, Sinval Pinto Brandão Filho, Constância Flávia Junqueira Ayres, Gabriel Luz Wallau"
